name;a;b;date
Alcazarén;5908;9788;2019-07-01
San Román de Hornija;4682;4832;2019-07-01
Corrales de Duero;89;1597;2019-07-01
Castrejón de Trabancos;4883;4883;2019-07-01
Almenara de Adaja;0;563;2019-07-01
Villanueva de los Caballeros;202;4513;2019-07-01
Valdenebro de los Valles;2672;4166;2019-07-01
Fresno el Viejo;4275;4275;2019-07-01
Lomoviejo;3786;3786;2019-07-01
Torrecilla de la Abadesa;3408;3408;2019-07-01
Torrelobatón;367;7166;2019-07-01
Tiedra;5719;6976;2019-07-01
Olmos de Peñafiel;1040;1508;2019-07-01
Wamba;1660;2512;2019-07-01
Aguilar de Campos;0;5374;2019-07-01
Quintanilla de Onésimo;3656;13750;2019-07-01
Matilla de los Caños;1582;1582;2019-07-01
Brahojos de Medina;3326;3326;2019-07-01
Villavicencio de los Caballeros;5698;5698;2019-07-01
Boecillo;16060;68549;2019-07-01
Villalar de los Comuneros;215;5012;2019-07-01
Siete Iglesias de Trabancos;3673;7227;2019-07-01
Megeces;104;5630;2019-07-01
Castronuño;6035;6035;2019-07-01
Simancas;22832;39336;2019-07-01
Fuente el Sol;0;2145;2019-07-01
Ataquines;1681;6851;2019-07-01
Pesquera de Duero;3912;3912;2019-07-01
Olivares de Duero;793;3706;2019-07-01
Villamuriel de Campos;2403;2403;2019-07-01
Pedrosa del Rey;4269;4269;2019-07-01
Palazuelo de Vedija;194;4853;2019-07-01
Roturas;309;1432;2019-07-01
Cigales;1083;20618;2019-07-01
Bustillo de Chaves;2881;2881;2019-07-01
Llano de Olmedo;0;1791;2019-07-01
Quintanilla de Arriba;407;2225;2019-07-01
Cabezón de Pisuerga;7729;24022;2019-07-01
Melgar de Arriba;0;3908;2019-11-01
Pollos;718;7428;2019-11-01
Valverde de Campos;0;1987;2019-11-01
La Parrilla;178;6700;2019-11-01
San Martín de Valvení;781;2529;2019-11-01
Geria;1350;4588;2019-11-01
Valdearcos de la Vega;99;1013;2019-11-01
Castrillo de Duero;520;4077;2019-11-01
Viloria;235;4919;2019-11-01
Camporredondo;283;3294;2019-11-01
Viana de Cega;866;26292;2019-11-01
Morales de Campos;606;2371;2019-11-01
Urones de Castroponce;0;2882;2019-11-01
Villafrechós;1001;6639;2019-11-01
San Pablo de la Moraleja;181;2539;2019-11-01
La Pedraja de Portillo;2158;10819;2019-11-01
Villalán de Campos;0;1389;2019-11-01
Mucientes;1347;7349;2019-11-01
Fombellida;778;3747;2019-11-01
Herrín de Campos;0;3950;2019-11-01
Corcos;3237;5882;2019-11-01
Tordesillas;29592;70708;2019-11-01
Nava del Rey;1067;14578;2019-11-01
Torrescárcela;69;1874;2019-11-01
Villanueva de Duero;6956;22445;2019-11-01
Canillas de Esgueva;1061;2666;2019-11-01
Valladolid;35878;433982;2019-11-01
Villavellid;330;1751;2019-11-01
Barcial de la Loma;0;3301;2019-11-01
San Pelayo;154;1228;2019-11-01
Melgar de Abajo;0;3542;2019-11-01
Laguna de Duero;6564;83428;2019-11-01
Rueda;3454;17078;2019-11-01
Villabáñez;969;10713;2019-11-01
Villacarralón;61;2374;2019-11-01
Villafuerte;415;2317;2019-11-01
Olmedo;3178;20074;2019-11-01
Cabreros del Monte;1258;2622;2019-11-01
Barruelo del Valle;172;1948;2019-11-01
Valdunquillo;558;4854;2019-11-01
Curiel de Duero;892;3060;2019-11-01
Cogeces de Íscar;495;2678;2019-11-01
Castronuevo de Esgueva;826;6184;2019-11-01
Amusquillo;670;2571;2019-11-01
Quintanilla de Trigueros;423;1657;2019-11-01
Adalia;982;2675;2019-11-01
Velilla;82;2201;2019-11-01
Villardefrades;861;3413;2019-11-01
Bocigas;34;1718;2019-11-01
Pedrajas de San Esteban;745;24696;2019-11-01
La Mudarra;285;2382;2019-11-01
Pozuelo de la Orden;756;2566;2019-11-01
Valdestillas;1342;13621;2019-11-01
Villagómez la Nueva;0;3923;2019-11-01
Carpio;887;10362;2019-11-01
Manzanillo;36;648;2019-11-01
Nueva Villa de las Torres;135;3705;2019-11-01
Villalbarba;554;3623;2019-11-01
Arroyo de la Encomienda;2753;67642;2019-11-01
Torre de Peñafiel;476;2721;2019-11-01
Vega de Ruiponce;0;3554;2019-11-01
Trigueros del Valle;5422;8146;2019-11-01
Ceinos de Campos;974;4966;2019-11-01
Quintanilla del Molar;0;1398;2019-11-01
Encinas de Esgueva;1364;4836;2019-11-01
Villalba de la Loma;27;2090;2019-11-01
Saelices de Mayorga;132;3538;2019-11-01
Villafrades de Campos;0;4063;2019-11-01
Robladillo;24;1152;2019-11-01
Peñafiel;8173;26918;2019-11-01
Villacid de Campos;0;2867;2019-11-01
Bocos de Duero;395;726;2019-11-01
Castromembibre;656;2257;2019-11-01
San Pedro de Latarce;1635;7225;2019-11-01
Berrueces;0;3099;2019-11-01
Fuensaldaña;13325;26316;2019-11-01
Fompedraza;523;2364;2019-11-01
Ventosa de la Cuesta;586;2330;2019-11-01
Moraleja de las Panaderas;408;918;2019-11-01
Íscar;2643;32892;2019-11-01
Moral de la Reina;868;4165;2019-11-01
Berceruelo;62;1476;2019-11-01
Santibáñez de Valcorba;830;3800;2019-11-01
Santovenia de Pisuerga;4898;17153;2019-11-01
Puras;0;686;2019-11-01
Torrecilla de la Torre;242;725;2019-11-01
San Miguel del Arroyo;2309;12286;2019-11-01
Mota del Marqués;528;5527;2019-11-01
Pozaldez;431;7342;2019-11-01
Roales de Campos;0;3669;2019-11-01
Villavaquerín;106;1964;2019-11-01
Rubí de Bracamonte;12;3250;2019-11-01
Castroponce;0;3677;2019-11-01
Medina de Rioseco;3492;23915;2019-11-01
Valoria la Buena;1236;6281;2019-11-01
Aldea de San Miguel;228;4421;2019-11-01
Vega de Valdetronco;529;2246;2019-11-01
Piñel de Abajo;167;2051;2019-11-01
Becilla de Valderaduey;0;5937;2019-11-01
Tordehumos;1923;5120;2019-11-01
Cervillego de la Cruz;636;3276;2019-11-01
Fontihoyuelo;0;1700;2019-11-01
Villaco;538;1687;2019-11-01
Piñel de Arriba;255;2587;2019-11-01
Villán de Tordesillas;145;2581;2019-11-01
Cubillas de Santa Marta;7800;9770;2019-11-01
Bercero;62;2670;2019-11-01
Renedo de Esgueva;2437;24664;2019-11-01
Castrodeza;0;7616;2019-11-01
San Llorente;645;2019;2019-11-01
Pozal de Gallinas;2677;9065;2019-11-01
Villalón de Campos;0;15622;2019-11-01
Villalba de los Alcores;2896;5631;2019-11-01
Aguasal;228;1227;2019-11-01
La Seca;945;10926;2019-11-01
Urueña;210;3162;2019-11-01
Castroverde de Cerrato;904;2510;2019-11-01
Bolaños de Campos;1595;4945;2019-11-01
Santervás de Campos;137;5907;2019-11-01
Esguevillas de Esgueva;2184;5466;2019-11-01
Cistérniga;5753;28940;2019-11-01
Mayorga;2724;15064;2019-11-01
La Unión de Campos;132;5773;2019-11-01
Villasexmir;144;1567;2019-11-01
Monasterio de Vega;0;1644;2019-11-01
Peñaflor de Hornija;581;4335;2019-11-01
Gatón de Campos;0;1958;2019-11-01
Torrecilla de la Orden;763;5916;2019-11-01
Velascálvaro;55;3035;2019-11-01
San Cebrián de Mazote;0;3536;2019-11-01
Castrillo-Tejeriego;687;2990;2019-11-01
Rábano;568;3312;2019-11-01
Mojados;12189;33311;2019-11-01
Montemayor de Pililla;659;12382;2019-11-01
Benafarces;402;2083;2019-11-01
San Miguel del Pino;1023;2638;2019-11-01
Alaejos;300;14448;2019-11-01
Aldeamayor de San Martín;19233;76035;2019-11-01
Villanueva de San Mancio;0;2528;2019-11-01
Piña de Esgueva;146;3297;2019-11-01
Matapozuelos;3354;15637;2019-11-01
Villarmentero de Esgueva;531;1784;2019-11-01
Bahabón;219;3346;2019-11-01
Campaspero;771;9234;2019-11-01
Velliza;586;4488;2019-11-01
Ciguñuela;151;3859;2019-11-01
Medina del Campo;2612;45324;2019-11-01
La Zarza;758;1769;2019-11-01
El Campillo;946;5482;2019-11-01
Villaverde de Medina;822;5585;2019-11-01
Castromonte;3733;7031;2019-11-01
Torre de Esgueva;436;1762;2019-11-01
Santa Eufemia del Arroyo;609;2525;2019-11-01
Sardón de Duero;1901;7366;2019-11-01
Portillo;14;17242;2019-11-01
Langayo;814;4657;2019-11-01
Cuenca de Campos;1188;3694;2019-11-01
Villanueva de los Infantes;56;2063;2019-11-01
Fuente-Olmedo;404;2112;2019-11-01
Villanubla;5323;16342;2019-11-01
Villabrágima;3777;8515;2019-11-01
Zaratán;2597;24375;2019-11-01
San Vicente del Palacio;949;2665;2019-11-01
Salvador de Zapardiel;543;3045;2019-11-01
Castrobol;0;2704;2019-11-01
Villabaruz de Campos;230;1637;2019-11-01
Canalejas de Peñafiel;54;4880;2019-11-01
Ramiro;80;1439;2019-11-01
Cabezón de Valderaduey;0;1696;2019-11-01
Cogeces del Monte;423;6334;2019-11-01
Tudela de Duero;16409;56508;2019-11-01
Serrada;599;9794;2019-11-01
Muriel;134;2910;2019-11-01
Casasola de Arión;1708;5628;2019-11-01
Tamariz de Campos;1400;4160;2019-11-01
Bobadilla del Campo;225;5154;2019-11-01
Traspinedo;10804;23763;2019-11-01
Valbuena de Duero;1854;5623;2019-11-01
Gallegos de Hornija;590;1965;2019-11-01
Olmos de Esgueva;0;2985;2019-11-01
San Salvador;301;1217;2019-11-01
Villafranca de Duero;175;4310;2019-11-01
Montealegre de Campos;52;3154;2019-11-01
Hornillos de Eresma;979;2765;2019-11-01
Villanueva de la Condesa;0;1080;2019-11-01
Villagarcía de Campos;832;4465;2019-11-01
Marzales;247;1494;2019-11-01
Alcazarén;2003;10164;2019-11-01
San Román de Hornija;719;4359;2019-11-01
Corrales de Duero;89;1597;2019-11-01
Castrejón de Trabancos;1487;5153;2019-11-01
Almenara de Adaja;0;563;2019-11-01
Villanueva de los Caballeros;202;4513;2019-11-01
Valdenebro de los Valles;1036;4740;2019-11-01
Fresno el Viejo;550;7935;2019-11-01
Lomoviejo;999;2798;2019-11-01
Torrecilla de la Abadesa;792;2937;2019-11-01
Torrelobatón;367;7166;2019-11-01
Tiedra;2410;6623;2019-11-01
Olmos de Peñafiel;225;1381;2019-11-01
Wamba;199;2586;2019-11-01
Aguilar de Campos;0;5374;2019-11-01
Quintanilla de Onésimo;3656;13750;2019-11-01
Matilla de los Caños;162;1484;2019-11-01
Brahojos de Medina;190;3283;2019-11-01
Villavicencio de los Caballeros;0;6119;2019-11-01
Boecillo;14404;69769;2019-11-01
Villalar de los Comuneros;184;5016;2019-11-01
Siete Iglesias de Trabancos;671;7912;2019-11-01
Megeces;104;5630;2019-11-01
Castronuño;291;8488;2019-11-01
Simancas;4103;40400;2019-11-01
Fuente el Sol;0;2145;2019-11-01
Ataquines;1681;6851;2019-11-01
Pesquera de Duero;1821;4561;2019-11-01
Olivares de Duero;793;3706;2019-11-01
Villamuriel de Campos;0;2525;2019-11-01
Pedrosa del Rey;75;4649;2019-11-01
Palazuelo de Vedija;194;4853;2019-11-01
Roturas;309;1432;2019-11-01
Cigales;1083;20618;2019-11-01
Bustillo de Chaves;1240;2991;2019-11-01
Llano de Olmedo;0;1791;2019-11-01
Quintanilla de Arriba;407;2225;2019-11-01
Cabezón de Pisuerga;6973;24417;2019-11-01
Melgar de Arriba;0;3908;2019-09-01
Pollos;718;7428;2019-09-01
Valverde de Campos;1014;1940;2019-09-01
La Parrilla;178;6700;2019-09-01
San Martín de Valvení;994;2414;2019-09-01
Geria;451;3426;2019-09-01
Valdearcos de la Vega;99;1013;2019-09-01
Castrillo de Duero;949;3993;2019-09-01
Viloria;235;4919;2019-09-01
Camporredondo;283;3294;2019-09-01
Viana de Cega;1696;26063;2019-09-01
Morales de Campos;2408;2408;2019-09-01
Urones de Castroponce;0;2882;2019-09-01
Villafrechós;5302;5302;2019-09-01
San Pablo de la Moraleja;1540;2497;2019-09-01
La Pedraja de Portillo;2158;10819;2019-09-01
Villalán de Campos;0;1389;2019-09-01
Mucientes;3095;6915;2019-09-01
Fombellida;3055;3055;2019-09-01
Herrín de Campos;0;3950;2019-09-01
Corcos;3637;5538;2019-09-01
Tordesillas;32654;69901;2019-09-01
Nava del Rey;3051;14205;2019-09-01
Torrescárcela;69;1874;2019-09-01
Villanueva de Duero;6779;19856;2019-09-01
Canillas de Esgueva;1061;2666;2019-09-01
Valladolid;45780;434289;2019-09-01
Villavellid;1747;1747;2019-09-01
Barcial de la Loma;3034;3034;2019-09-01
San Pelayo;154;1228;2019-09-01
Melgar de Abajo;0;3542;2019-09-01
Laguna de Duero;7975;83122;2019-09-01
Rueda;6386;15003;2019-09-01
Villabáñez;4609;10224;2019-09-01
Villacarralón;61;2374;2019-09-01
Villafuerte;1811;1811;2019-09-01
Olmedo;3178;20074;2019-09-01
Cabreros del Monte;2531;2611;2019-09-01
Barruelo del Valle;172;1948;2019-09-01
Valdunquillo;558;4854;2019-09-01
Curiel de Duero;892;3060;2019-09-01
Cogeces de Íscar;495;2678;2019-09-01
Castronuevo de Esgueva;4107;5897;2019-09-01
Amusquillo;2203;2203;2019-09-01
Quintanilla de Trigueros;1776;1776;2019-09-01
Adalia;2649;2649;2019-09-01
Velilla;224;1973;2019-09-01
Villardefrades;3086;3086;2019-09-01
Bocigas;34;1718;2019-09-01
Pedrajas de San Esteban;745;24696;2019-09-01
La Mudarra;875;2143;2019-09-01
Pozuelo de la Orden;2459;2459;2019-09-01
Valdestillas;3000;13513;2019-09-01
Villagómez la Nueva;0;3923;2019-09-01
Carpio;1558;9006;2019-09-01
Manzanillo;36;648;2019-09-01
Nueva Villa de las Torres;0;3573;2019-09-01
Villalbarba;816;3536;2019-09-01
Arroyo de la Encomienda;2584;67513;2019-09-01
Torre de Peñafiel;476;2721;2019-09-01
Vega de Ruiponce;0;3554;2019-09-01
Trigueros del Valle;5734;8146;2019-09-01
Ceinos de Campos;4400;4400;2019-09-01
Quintanilla del Molar;0;1398;2019-09-01
Encinas de Esgueva;4072;4072;2019-09-01
Villalba de la Loma;27;2090;2019-09-01
Saelices de Mayorga;132;3538;2019-09-01
Villafrades de Campos;0;4063;2019-09-01
Robladillo;24;1152;2019-09-01
Peñafiel;8207;26918;2019-09-01
Villacid de Campos;4169;4169;2019-09-01
Bocos de Duero;395;726;2019-09-01
Castromembibre;697;697;2019-09-01
San Pedro de Latarce;6913;6913;2019-09-01
Berrueces;1628;3104;2019-09-01
Fuensaldaña;15039;26288;2019-09-01
Fompedraza;523;2364;2019-09-01
Ventosa de la Cuesta;673;2330;2019-09-01
Moraleja de las Panaderas;408;918;2019-09-01
Íscar;2643;32892;2019-09-01
Moral de la Reina;4163;4163;2019-09-01
Berceruelo;62;1476;2019-09-01
Santibáñez de Valcorba;830;3800;2019-09-01
Santovenia de Pisuerga;3412;15620;2019-09-01
Puras;0;686;2019-09-01
Torrecilla de la Torre;242;725;2019-09-01
San Miguel del Arroyo;2309;12286;2019-09-01
Mota del Marqués;528;5527;2019-09-01
Pozaldez;735;6193;2019-09-01
Roales de Campos;3546;3546;2019-09-01
Villavaquerín;106;1964;2019-09-01
Rubí de Bracamonte;12;3250;2019-09-01
Castroponce;0;3677;2019-09-01
Medina de Rioseco;7718;22907;2019-09-01
Valoria la Buena;1236;6281;2019-09-01
Aldea de San Miguel;228;4421;2019-09-01
Vega de Valdetronco;529;2246;2019-09-01
Piñel de Abajo;2068;2068;2019-09-01
Becilla de Valderaduey;0;5937;2019-09-01
Tordehumos;1923;5120;2019-09-01
Cervillego de la Cruz;704;3138;2019-09-01
Fontihoyuelo;0;1700;2019-09-01
Villaco;1384;1384;2019-09-01
Piñel de Arriba;1983;1983;2019-09-01
Villán de Tordesillas;285;2448;2019-09-01
Cubillas de Santa Marta;7918;9792;2019-09-01
Bercero;62;2670;2019-09-01
Renedo de Esgueva;4515;24613;2019-09-01
Castrodeza;0;7616;2019-09-01
San Llorente;1498;1498;2019-09-01
Pozal de Gallinas;4605;8237;2019-09-01
Villalón de Campos;12090;14867;2019-09-01
Villalba de los Alcores;2896;5631;2019-09-01
Aguasal;228;1227;2019-09-01
La Seca;1492;9315;2019-09-01
Urueña;210;3162;2019-09-01
Castroverde de Cerrato;1536;1536;2019-09-01
Bolaños de Campos;4784;4784;2019-09-01
Santervás de Campos;137;5907;2019-09-01
Esguevillas de Esgueva;3724;3724;2019-09-01
Cistérniga;7223;29071;2019-09-01
Mayorga;5516;14133;2019-09-01
La Unión de Campos;0;5641;2019-09-01
Villasexmir;1277;1277;2019-09-01
Monasterio de Vega;0;1644;2019-09-01
Peñaflor de Hornija;1627;3861;2019-09-01
Gatón de Campos;0;1958;2019-09-01
Torrecilla de la Orden;765;5909;2019-09-01
Velascálvaro;0;2980;2019-09-01
San Cebrián de Mazote;0;3536;2019-09-01
Castrillo-Tejeriego;2519;2519;2019-09-01
Rábano;568;3312;2019-09-01
Mojados;12189;33311;2019-09-01
Montemayor de Pililla;659;12382;2019-09-01
Benafarces;1977;1977;2019-09-01
San Miguel del Pino;1023;2638;2019-09-01
Alaejos;300;14448;2019-09-01
Aldeamayor de San Martín;19333;75981;2019-09-01
Villanueva de San Mancio;2368;2368;2019-09-01
Piña de Esgueva;146;3297;2019-09-01
Matapozuelos;3354;15637;2019-09-01
Villarmentero de Esgueva;531;1784;2019-09-01
Bahabón;219;3346;2019-09-01
Campaspero;771;9234;2019-09-01
Velliza;1408;4333;2019-09-01
Ciguñuela;642;3854;2019-09-01
Medina del Campo;4759;45013;2019-09-01
La Zarza;758;1769;2019-09-01
El Campillo;946;5482;2019-09-01
Villaverde de Medina;1400;5620;2019-09-01
Castromonte;5599;7123;2019-09-01
Torre de Esgueva;1089;1089;2019-09-01
Santa Eufemia del Arroyo;2586;2586;2019-09-01
Sardón de Duero;1901;7366;2019-09-01
Portillo;14;17241;2019-09-01
Langayo;814;4657;2019-09-01
Cuenca de Campos;1188;3694;2019-09-01
Villanueva de los Infantes;56;2063;2019-09-01
Fuente-Olmedo;404;2112;2019-09-01
Villanubla;5323;16342;2019-09-01
Villabrágima;3777;8515;2019-09-01
Zaratán;4384;23901;2019-09-01
San Vicente del Palacio;949;2665;2019-09-01
Salvador de Zapardiel;543;3045;2019-09-01
Castrobol;0;2704;2019-09-01
Villabaruz de Campos;230;1637;2019-09-01
Canalejas de Peñafiel;54;4880;2019-09-01
Ramiro;186;1394;2019-09-01
Cabezón de Valderaduey;0;1696;2019-09-01
Cogeces del Monte;423;6334;2019-09-01
Tudela de Duero;18411;52522;2019-09-01
Serrada;1501;9641;2019-09-01
Muriel;867;3125;2019-09-01
Casasola de Arión;4928;5260;2019-09-01
Tamariz de Campos;2946;3809;2019-09-01
Bobadilla del Campo;1139;4897;2019-09-01
Traspinedo;11380;23711;2019-09-01
Valbuena de Duero;5399;5399;2019-09-01
Gallegos de Hornija;590;1965;2019-09-01
Olmos de Esgueva;0;2985;2019-09-01
San Salvador;1404;1404;2019-09-01
Villafranca de Duero;48;3595;2019-09-01
Montealegre de Campos;2586;2903;2019-09-01
Hornillos de Eresma;979;2765;2019-09-01
Villanueva de la Condesa;0;1080;2019-09-01
Villagarcía de Campos;4005;4005;2019-09-01
Marzales;247;1494;2019-09-01
Alcazarén;5908;9788;2019-09-01
San Román de Hornija;719;4359;2019-09-01
Corrales de Duero;89;1597;2019-09-01
Castrejón de Trabancos;1488;5154;2019-09-01
Almenara de Adaja;0;563;2019-09-01
Villanueva de los Caballeros;202;4513;2019-09-01
Valdenebro de los Valles;1310;4436;2019-09-01
Fresno el Viejo;2396;7670;2019-09-01
Lomoviejo;999;2798;2019-09-01
Torrecilla de la Abadesa;792;2937;2019-09-01
Torrelobatón;367;7166;2019-09-01
Tiedra;5719;6976;2019-09-01
Olmos de Peñafiel;225;1381;2019-09-01
Wamba;450;2505;2019-09-01
Aguilar de Campos;0;5374;2019-09-01
Quintanilla de Onésimo;3656;13750;2019-09-01
Matilla de los Caños;162;1484;2019-09-01
Brahojos de Medina;981;3362;2019-09-01
Villavicencio de los Caballeros;5698;5698;2019-09-01
Boecillo;15314;69776;2019-09-01
Villalar de los Comuneros;215;5012;2019-09-01
Siete Iglesias de Trabancos;1099;7835;2019-09-01
Megeces;104;5630;2019-09-01
Castronuño;382;7715;2019-09-01
Simancas;7288;39536;2019-09-01
Fuente el Sol;0;2145;2019-09-01
Ataquines;1681;6851;2019-09-01
Pesquera de Duero;3912;3912;2019-09-01
Olivares de Duero;793;3706;2019-09-01
Villamuriel de Campos;2403;2403;2019-09-01
Pedrosa del Rey;237;4609;2019-09-01
Palazuelo de Vedija;194;4853;2019-09-01
Roturas;309;1432;2019-09-01
Cigales;1083;20618;2019-09-01
Bustillo de Chaves;1240;2991;2019-09-01
Llano de Olmedo;0;1791;2019-09-01
Quintanilla de Arriba;407;2225;2019-09-01
Cabezón de Pisuerga;7838;24131;2019-09-01
Melgar de Arriba;0;3908;2019-09-01
Pollos;718;7428;2019-09-01
Valverde de Campos;1014;1940;2019-09-01
La Parrilla;178;6700;2019-09-01
San Martín de Valvení;994;2414;2019-09-01
Geria;451;3426;2019-09-01
Valdearcos de la Vega;99;1013;2019-09-01
Castrillo de Duero;949;3993;2019-09-01
Viloria;235;4919;2019-09-01
Camporredondo;283;3294;2019-09-01
Viana de Cega;1696;26063;2019-09-01
Morales de Campos;2408;2408;2019-09-01
Urones de Castroponce;0;2882;2019-09-01
Villafrechós;5302;5302;2019-09-01
San Pablo de la Moraleja;1540;2497;2019-09-01
La Pedraja de Portillo;2158;10819;2019-09-01
Villalán de Campos;0;1389;2019-09-01
Mucientes;3095;6915;2019-09-01
Fombellida;3055;3055;2019-09-01
Herrín de Campos;0;3950;2019-09-01
Corcos;3637;5538;2019-09-01
Tordesillas;32654;69901;2019-09-01
Nava del Rey;3051;14205;2019-09-01
Torrescárcela;69;1874;2019-09-01
Villanueva de Duero;6779;19856;2019-09-01
Canillas de Esgueva;1061;2666;2019-09-01
Valladolid;42283;433557;2019-09-01
Villavellid;1747;1747;2019-09-01
Barcial de la Loma;0;3301;2019-09-01
San Pelayo;154;1228;2019-09-01
Melgar de Abajo;0;3542;2019-09-01
Laguna de Duero;7975;83122;2019-09-01
Rueda;6386;15003;2019-09-01
Villabáñez;4609;10224;2019-09-01
Villacarralón;61;2374;2019-09-01
Villafuerte;1811;1811;2019-09-01
Olmedo;3178;20074;2019-09-01
Cabreros del Monte;2531;2611;2019-09-01
Barruelo del Valle;172;1948;2019-09-01
Valdunquillo;558;4854;2019-09-01
Curiel de Duero;892;3060;2019-09-01
Cogeces de Íscar;495;2678;2019-09-01
Castronuevo de Esgueva;4107;5897;2019-09-01
Amusquillo;2203;2203;2019-09-01
Quintanilla de Trigueros;1776;1776;2019-09-01
Adalia;2649;2649;2019-09-01
Velilla;224;1973;2019-09-01
Villardefrades;3086;3086;2019-09-01
Bocigas;34;1718;2019-09-01
Pedrajas de San Esteban;745;24696;2019-09-01
La Mudarra;875;2143;2019-09-01
Pozuelo de la Orden;2459;2459;2019-09-01
Valdestillas;3000;13513;2019-09-01
Villagómez la Nueva;0;3923;2019-09-01
Carpio;1558;9006;2019-09-01
Manzanillo;36;648;2019-09-01
Nueva Villa de las Torres;0;3573;2019-09-01
Villalbarba;816;3536;2019-09-01
Arroyo de la Encomienda;2584;67513;2019-09-01
Torre de Peñafiel;476;2721;2019-09-01
Vega de Ruiponce;0;3554;2019-09-01
Trigueros del Valle;5734;8146;2019-09-01
Ceinos de Campos;4400;4400;2019-09-01
Quintanilla del Molar;0;1398;2019-09-01
Encinas de Esgueva;4072;4072;2019-09-01
Villalba de la Loma;27;2090;2019-09-01
Saelices de Mayorga;132;3538;2019-09-01
Villafrades de Campos;0;4063;2019-09-01
Robladillo;24;1152;2019-09-01
Peñafiel;8207;26918;2019-09-01
Villacid de Campos;0;2867;2019-09-01
Bocos de Duero;395;726;2019-09-01
Castromembibre;697;697;2019-09-01
San Pedro de Latarce;6913;6913;2019-09-01
Berrueces;0;3099;2019-09-01
Fuensaldaña;15039;26288;2019-09-01
Fompedraza;523;2364;2019-09-01
Ventosa de la Cuesta;673;2330;2019-09-01
Moraleja de las Panaderas;408;918;2019-09-01
Íscar;2643;32892;2019-09-01
Moral de la Reina;4163;4163;2019-09-01
Berceruelo;62;1476;2019-09-01
Santibáñez de Valcorba;830;3800;2019-09-01
Santovenia de Pisuerga;3412;15620;2019-09-01
Puras;0;686;2019-09-01
Torrecilla de la Torre;242;725;2019-09-01
San Miguel del Arroyo;2309;12286;2019-09-01
Mota del Marqués;528;5527;2019-09-01
Pozaldez;735;6193;2019-09-01
Roales de Campos;0;3669;2019-09-01
Villavaquerín;106;1964;2019-09-01
Rubí de Bracamonte;12;3250;2019-09-01
Castroponce;0;3677;2019-09-01
Medina de Rioseco;3470;23434;2019-09-01
Valoria la Buena;1236;6281;2019-09-01
Aldea de San Miguel;228;4421;2019-09-01
Vega de Valdetronco;529;2246;2019-09-01
Piñel de Abajo;2068;2068;2019-09-01
Becilla de Valderaduey;0;5937;2019-09-01
Tordehumos;1923;5120;2019-09-01
Cervillego de la Cruz;704;3138;2019-09-01
Fontihoyuelo;0;1700;2019-09-01
Villaco;1384;1384;2019-09-01
Piñel de Arriba;1983;1983;2019-09-01
Villán de Tordesillas;285;2448;2019-09-01
Cubillas de Santa Marta;7918;9792;2019-09-01
Bercero;62;2670;2019-09-01
Renedo de Esgueva;4515;24613;2019-09-01
Castrodeza;0;7616;2019-09-01
San Llorente;1498;1498;2019-09-01
Pozal de Gallinas;4605;8237;2019-09-01
Villalón de Campos;0;15622;2019-09-01
Villalba de los Alcores;2896;5631;2019-09-01
Aguasal;228;1227;2019-09-01
La Seca;1492;9315;2019-09-01
Urueña;210;3162;2019-09-01
Castroverde de Cerrato;1536;1536;2019-09-01
Bolaños de Campos;4784;4784;2019-09-01
Santervás de Campos;137;5907;2019-09-01
Esguevillas de Esgueva;3724;3724;2019-09-01
Cistérniga;7223;29071;2019-09-01
Mayorga;5516;14133;2019-09-01
La Unión de Campos;0;5641;2019-09-01
Villasexmir;1277;1277;2019-09-01
Monasterio de Vega;0;1644;2019-09-01
Peñaflor de Hornija;1627;3861;2019-09-01
Gatón de Campos;0;1958;2019-09-01
Torrecilla de la Orden;765;5909;2019-09-01
Velascálvaro;0;2980;2019-09-01
San Cebrián de Mazote;0;3536;2019-09-01
Castrillo-Tejeriego;2519;2519;2019-09-01
Rábano;568;3312;2019-09-01
Mojados;12189;33311;2019-09-01
Montemayor de Pililla;659;12382;2019-09-01
Benafarces;1977;1977;2019-09-01
San Miguel del Pino;1023;2638;2019-09-01
Alaejos;300;14448;2019-09-01
Aldeamayor de San Martín;19333;75981;2019-09-01
Villanueva de San Mancio;0;2528;2019-09-01
Piña de Esgueva;146;3297;2019-09-01
Matapozuelos;3354;15637;2019-09-01
Villarmentero de Esgueva;531;1784;2019-09-01
Bahabón;219;3346;2019-09-01
Campaspero;771;9234;2019-09-01
Velliza;1408;4333;2019-09-01
Ciguñuela;642;3854;2019-09-01
Medina del Campo;4759;45013;2019-09-01
La Zarza;758;1769;2019-09-01
El Campillo;946;5482;2019-09-01
Villaverde de Medina;1400;5620;2019-09-01
Castromonte;5599;7123;2019-09-01
Torre de Esgueva;436;1762;2019-09-01
Santa Eufemia del Arroyo;2586;2586;2019-09-01
Sardón de Duero;1901;7366;2019-09-01
Portillo;14;17241;2019-09-01
Langayo;814;4657;2019-09-01
Cuenca de Campos;1188;3694;2019-09-01
Villanueva de los Infantes;56;2063;2019-09-01
Fuente-Olmedo;404;2112;2019-09-01
Villanubla;5323;16342;2019-09-01
Villabrágima;3777;8515;2019-09-01
Zaratán;4384;23901;2019-09-01
San Vicente del Palacio;949;2665;2019-09-01
Salvador de Zapardiel;543;3045;2019-09-01
Castrobol;0;2704;2019-09-01
Villabaruz de Campos;230;1637;2019-09-01
