name;a;b;date
Castronuño;139;8488;2020-02-01
Simancas;4564;40840;2020-02-01
Fuente el Sol;0;2145;2020-02-01
Ataquines;1681;6851;2020-02-01
Pesquera de Duero;1821;4561;2020-02-01
Olivares de Duero;793;3706;2020-02-01
Villamuriel de Campos;0;2525;2020-02-01
Pedrosa del Rey;23;4649;2020-02-01
Palazuelo de Vedija;38;4880;2020-02-01
Roturas;309;1432;2020-02-01
Cigales;1083;20619;2020-02-01
Bustillo de Chaves;27;2603;2020-02-01
Llano de Olmedo;0;1791;2020-02-01
Quintanilla de Arriba;407;2225;2020-02-01
Cabezón de Pisuerga;6977;24394;2020-02-01
Melgar de Arriba;2187;3900;2019-05-01
Pollos;718;7428;2019-05-01
Valverde de Campos;1940;1940;2019-05-01
La Parrilla;284;6700;2019-05-01
San Martín de Valvení;2414;2414;2019-05-01
Geria;451;3426;2019-05-01
Valdearcos de la Vega;99;1013;2019-05-01
Castrillo de Duero;3664;3664;2019-05-01
Viloria;235;4919;2019-05-01
Camporredondo;283;3294;2019-05-01
Viana de Cega;2206;26063;2019-05-01
Morales de Campos;2408;2408;2019-05-01
Urones de Castroponce;895;2684;2019-05-01
Villafrechós;5302;5302;2019-05-01
San Pablo de la Moraleja;1540;2497;2019-05-01
La Pedraja de Portillo;2158;10819;2019-05-01
Villalán de Campos;0;1389;2019-05-01
Mucientes;4633;5388;2019-05-01
Fombellida;3055;3055;2019-05-01
Herrín de Campos;3854;3854;2019-05-01
Corcos;5172;5226;2019-05-01
Tordesillas;43385;69734;2019-05-01
Nava del Rey;12612;12612;2019-05-01
Torrescárcela;69;1874;2019-05-01
Villanueva de Duero;17972;18644;2019-05-01
Canillas de Esgueva;1061;2666;2019-05-01
Valladolid;53412;435722;2019-05-01
Villavellid;1747;1747;2019-05-01
Barcial de la Loma;3034;3034;2019-05-01
San Pelayo;154;1228;2019-05-01
Melgar de Abajo;3525;3525;2019-05-01
Laguna de Duero;8312;83091;2019-05-01
Rueda;14447;14623;2019-05-01
Villabáñez;4609;10224;2019-05-01
Villacarralón;1898;1898;2019-05-01
Villafuerte;1811;1811;2019-05-01
Olmedo;3178;20074;2019-05-01
Cabreros del Monte;2531;2611;2019-05-01
Barruelo del Valle;172;1948;2019-05-01
Valdunquillo;558;4854;2019-05-01
Curiel de Duero;892;3060;2019-05-01
Cogeces de Íscar;495;2678;2019-05-01
Castronuevo de Esgueva;4107;5897;2019-05-01
Amusquillo;2203;2203;2019-05-01
Quintanilla de Trigueros;1776;1776;2019-05-01
Adalia;2649;2649;2019-05-01
Velilla;1765;1765;2019-05-01
Villardefrades;3086;3086;2019-05-01
Bocigas;34;1718;2019-05-01
Pedrajas de San Esteban;745;24696;2019-05-01
La Mudarra;2072;2072;2019-05-01
Pozuelo de la Orden;2459;2459;2019-05-01
Valdestillas;10680;12581;2019-05-01
Villagómez la Nueva;3782;3782;2019-05-01
Carpio;8123;8123;2019-05-01
Manzanillo;36;648;2019-05-01
Nueva Villa de las Torres;0;3573;2019-05-01
Villalbarba;3536;3536;2019-05-01
Arroyo de la Encomienda;4277;67282;2019-05-01
Torre de Peñafiel;476;2721;2019-05-01
Vega de Ruiponce;5965;5965;2019-05-01
Trigueros del Valle;7631;8320;2019-05-01
Ceinos de Campos;4400;4400;2019-05-01
Quintanilla del Molar;0;1398;2019-05-01
Encinas de Esgueva;4072;4072;2019-05-01
Villalba de la Loma;1897;1897;2019-05-01
Saelices de Mayorga;3471;3471;2019-05-01
Villafrades de Campos;4148;4148;2019-05-01
Robladillo;24;1152;2019-05-01
Peñafiel;8207;26918;2019-05-01
Villacid de Campos;4169;4169;2019-05-01
Bocos de Duero;395;726;2019-05-01
Castromembibre;697;697;2019-05-01
San Pedro de Latarce;6913;6913;2019-05-01
Berrueces;1628;3104;2019-05-01
Fuensaldaña;15099;26288;2019-05-01
Fompedraza;523;2364;2019-05-01
Ventosa de la Cuesta;2141;2141;2019-05-01
Moraleja de las Panaderas;408;918;2019-05-01
Íscar;2643;32892;2019-05-01
Moral de la Reina;4163;4163;2019-05-01
Berceruelo;62;1476;2019-05-01
Santibáñez de Valcorba;830;3800;2019-05-01
Santovenia de Pisuerga;3412;15620;2019-05-01
Puras;0;686;2019-05-01
Torrecilla de la Torre;242;725;2019-05-01
San Miguel del Arroyo;2309;12286;2019-05-01
Mota del Marqués;528;5527;2019-05-01
Pozaldez;5547;5547;2019-05-01
Roales de Campos;3546;3546;2019-05-01
Villavaquerín;106;1964;2019-05-01
Rubí de Bracamonte;12;3246;2019-05-01
Castroponce;3067;3067;2019-05-01
Medina de Rioseco;11315;22800;2019-05-01
Valoria la Buena;1236;6281;2019-05-01
Aldea de San Miguel;228;4421;2019-05-01
Vega de Valdetronco;529;2246;2019-05-01
Piñel de Abajo;2068;2068;2019-05-01
Becilla de Valderaduey;5683;5683;2019-05-01
Tordehumos;1923;5120;2019-05-01
Cervillego de la Cruz;3066;3066;2019-05-01
Fontihoyuelo;685;1465;2019-05-01
Villaco;1384;1384;2019-05-01
Piñel de Arriba;1983;1983;2019-05-01
Villán de Tordesillas;2316;2316;2019-05-01
Cubillas de Santa Marta;7918;9792;2019-05-01
Bercero;62;2670;2019-05-01
Renedo de Esgueva;4515;24613;2019-05-01
Castrodeza;0;7616;2019-05-01
San Llorente;1498;1498;2019-05-01
Pozal de Gallinas;8208;8208;2019-05-01
Villalón de Campos;12090;14867;2019-05-01
Villalba de los Alcores;5422;5472;2019-05-01
Aguasal;228;1227;2019-05-01
La Seca;9004;9215;2019-05-01
Urueña;210;3162;2019-05-01
Castroverde de Cerrato;1536;1536;2019-05-01
Bolaños de Campos;4784;4784;2019-05-01
Santervás de Campos;3523;6059;2019-05-01
Esguevillas de Esgueva;3724;3724;2019-05-01
Cistérniga;7222;29070;2019-05-01
Mayorga;5516;14133;2019-05-01
La Unión de Campos;3636;4522;2019-05-01
Villasexmir;1277;1277;2019-05-01
Monasterio de Vega;1583;1583;2019-05-01
Peñaflor de Hornija;1627;3861;2019-05-01
Gatón de Campos;49;1617;2019-05-01
Torrecilla de la Orden;5369;5369;2019-05-01
Velascálvaro;0;2980;2019-05-01
San Cebrián de Mazote;0;3536;2019-05-01
Castrillo-Tejeriego;2519;2519;2019-05-01
Rábano;568;3312;2019-05-01
Mojados;12189;33310;2019-05-01
Montemayor de Pililla;659;12336;2019-05-01
Benafarces;1977;1977;2019-05-01
San Miguel del Pino;1023;2638;2019-05-01
Alaejos;300;14448;2019-05-01
Aldeamayor de San Martín;19333;75981;2019-05-01
Villanueva de San Mancio;2368;2368;2019-05-01
Piña de Esgueva;146;3297;2019-05-01
Matapozuelos;3354;15637;2019-05-01
Villarmentero de Esgueva;531;1784;2019-05-01
Bahabón;219;3346;2019-05-01
Campaspero;771;9234;2019-05-01
Velliza;2963;2963;2019-05-01
Ciguñuela;936;2841;2019-05-01
Medina del Campo;4879;45013;2019-05-01
La Zarza;1744;1744;2019-05-01
El Campillo;946;5482;2019-05-01
Villaverde de Medina;5226;5226;2019-05-01
Castromonte;5599;7123;2019-05-01
Torre de Esgueva;1089;1089;2019-05-01
Santa Eufemia del Arroyo;2586;2586;2019-05-01
Sardón de Duero;1901;7366;2019-05-01
Portillo;1005;17242;2019-05-01
Langayo;814;4657;2019-05-01
Cuenca de Campos;1188;3694;2019-05-01
Villanueva de los Infantes;56;2063;2019-05-01
Fuente-Olmedo;1607;1607;2019-05-01
Villanubla;5323;16342;2019-05-01
Villabrágima;8328;8515;2019-05-01
Zaratán;4384;23901;2019-05-01
San Vicente del Palacio;2662;2662;2019-05-01
Salvador de Zapardiel;1440;2723;2019-05-01
Castrobol;618;2606;2019-05-01
Villabaruz de Campos;230;1637;2019-05-01
Canalejas de Peñafiel;54;4880;2019-05-01
Ramiro;1933;1933;2019-05-01
Cabezón de Valderaduey;1548;1548;2019-05-01
Cogeces del Monte;423;6334;2019-05-01
Tudela de Duero;25915;52033;2019-05-01
Serrada;4574;9343;2019-05-01
Muriel;2412;2412;2019-05-01
Casasola de Arión;4928;5260;2019-05-01
Tamariz de Campos;2946;3809;2019-05-01
Bobadilla del Campo;4849;4849;2019-05-01
Traspinedo;11380;23411;2019-05-01
Valbuena de Duero;5399;5399;2019-05-01
Gallegos de Hornija;2002;2002;2019-05-01
Olmos de Esgueva;0;2985;2019-05-01
San Salvador;1404;1404;2019-05-01
Villafranca de Duero;48;3595;2019-05-01
Montealegre de Campos;2590;2908;2019-05-01
Hornillos de Eresma;2745;2745;2019-05-01
Villanueva de la Condesa;1492;1492;2019-05-01
Villagarcía de Campos;4005;4005;2019-05-01
Marzales;1056;1056;2019-05-01
Alcazarén;5908;9788;2019-05-01
San Román de Hornija;4682;4832;2019-05-01
Corrales de Duero;89;1597;2019-05-01
Castrejón de Trabancos;4883;4883;2019-05-01
Almenara de Adaja;0;563;2019-05-01
Villanueva de los Caballeros;202;4513;2019-05-01
Valdenebro de los Valles;2672;4166;2019-05-01
Fresno el Viejo;4275;4275;2019-05-01
Lomoviejo;3786;3786;2019-05-01
Torrecilla de la Abadesa;3408;3408;2019-05-01
Torrelobatón;367;7166;2019-05-01
Tiedra;5719;6976;2019-05-01
Olmos de Peñafiel;1040;1508;2019-05-01
Wamba;1660;2512;2019-05-01
Aguilar de Campos;0;5374;2019-05-01
Quintanilla de Onésimo;3656;13750;2019-05-01
Matilla de los Caños;1582;1582;2019-05-01
Brahojos de Medina;3326;3326;2019-05-01
Villavicencio de los Caballeros;5698;5698;2019-05-01
Boecillo;16060;68549;2019-05-01
Villalar de los Comuneros;215;5012;2019-05-01
Siete Iglesias de Trabancos;3673;7227;2019-05-01
Megeces;104;5630;2019-05-01
Castronuño;6035;6035;2019-05-01
Simancas;22832;39336;2019-05-01
Fuente el Sol;0;2145;2019-05-01
Ataquines;1681;6851;2019-05-01
Pesquera de Duero;3912;3912;2019-05-01
Olivares de Duero;793;3706;2019-05-01
Villamuriel de Campos;2403;2403;2019-05-01
Pedrosa del Rey;4269;4269;2019-05-01
Palazuelo de Vedija;194;4853;2019-05-01
Roturas;309;1432;2019-05-01
Cigales;989;20482;2019-05-01
Bustillo de Chaves;2881;2881;2019-05-01
Llano de Olmedo;0;1791;2019-05-01
Quintanilla de Arriba;407;2225;2019-05-01
Cabezón de Pisuerga;7729;24022;2019-05-01
Melgar de Arriba;0;3849;2020-05-01
Pollos;718;7428;2020-05-01
Valverde de Campos;0;1987;2020-05-01
La Parrilla;178;6700;2020-05-01
San Martín de Valvení;662;2553;2020-05-01
Geria;1812;5055;2020-05-01
Valdearcos de la Vega;99;1013;2020-05-01
Castrillo de Duero;520;4077;2020-05-01
Viloria;235;4919;2020-05-01
Camporredondo;283;3294;2020-05-01
Viana de Cega;866;26292;2020-05-01
Morales de Campos;6;2376;2020-05-01
Urones de Castroponce;0;2882;2020-05-01
Villafrechós;0;6620;2020-05-01
San Pablo de la Moraleja;181;2539;2020-05-01
La Pedraja de Portillo;1969;10957;2020-05-01
Villalán de Campos;0;1389;2020-05-01
Mucientes;16;7066;2020-05-01
Fombellida;778;3747;2020-05-01
Herrín de Campos;0;2868;2020-05-01
Corcos;2854;5779;2020-05-01
Tordesillas;29923;72323;2020-05-01
Nava del Rey;1067;14579;2020-05-01
Torrescárcela;69;1874;2020-05-01
Villanueva de Duero;6956;22445;2020-05-01
Canillas de Esgueva;676;2780;2020-05-01
Valladolid;36718;435037;2020-05-01
Villavellid;199;1879;2020-05-01
Barcial de la Loma;0;3307;2020-05-01
San Pelayo;154;1228;2020-05-01
Melgar de Abajo;0;3542;2020-05-01
Laguna de Duero;6240;83257;2020-05-01
Rueda;3456;17135;2020-05-01
Villabáñez;969;10713;2020-05-01
Villacarralón;61;2374;2020-05-01
Villafuerte;415;2317;2020-05-01
Olmedo;3087;20065;2020-05-01
Cabreros del Monte;15;2655;2020-05-01
Barruelo del Valle;172;1948;2020-05-01
Valdunquillo;44;4592;2020-05-01
Curiel de Duero;892;3060;2020-05-01
Cogeces de Íscar;495;2678;2020-05-01
Castronuevo de Esgueva;826;6184;2020-05-01
Amusquillo;670;2571;2020-05-01
Quintanilla de Trigueros;0;1550;2020-05-01
Adalia;982;2675;2020-05-01
Velilla;82;2201;2020-05-01
Villardefrades;861;3413;2020-05-01
Bocigas;34;1718;2020-05-01
Pedrajas de San Esteban;745;24696;2020-05-01
La Mudarra;0;2288;2020-05-01
Pozuelo de la Orden;0;2335;2020-05-01
Valdestillas;1342;13621;2020-05-01
Villagómez la Nueva;0;3923;2020-05-01
Carpio;887;10362;2020-05-01
Manzanillo;36;648;2020-05-01
Nueva Villa de las Torres;135;3705;2020-05-01
Villalbarba;554;3623;2020-05-01
Arroyo de la Encomienda;2724;67623;2020-05-01
Torre de Peñafiel;388;2716;2020-05-01
Vega de Ruiponce;0;3695;2020-05-01
Trigueros del Valle;1190;4525;2020-05-01
Ceinos de Campos;112;4966;2020-05-01
Quintanilla del Molar;0;1398;2020-05-01
Encinas de Esgueva;1364;4836;2020-05-01
Villalba de la Loma;0;1981;2020-05-01
Saelices de Mayorga;0;3405;2020-05-01
Villafrades de Campos;0;4059;2020-05-01
Robladillo;24;1152;2020-05-01
Peñafiel;5068;28037;2020-05-01
Villacid de Campos;0;2871;2020-05-01
Bocos de Duero;369;663;2020-05-01
Castromembibre;656;2257;2020-05-01
San Pedro de Latarce;1635;7225;2020-05-01
Berrueces;0;3099;2020-05-01
Fuensaldaña;0;26033;2020-05-01
Fompedraza;523;2364;2020-05-01
Ventosa de la Cuesta;586;2330;2020-05-01
Moraleja de las Panaderas;564;1321;2020-05-01
Íscar;2643;32892;2020-05-01
Moral de la Reina;43;4165;2020-05-01
Berceruelo;222;1476;2020-05-01
Santibáñez de Valcorba;377;3821;2020-05-01
Santovenia de Pisuerga;4935;17195;2020-05-01
Puras;0;686;2020-05-01
Torrecilla de la Torre;242;725;2020-05-01
San Miguel del Arroyo;1898;12564;2020-05-01
Mota del Marqués;233;6141;2020-05-01
Pozaldez;431;7342;2020-05-01
Roales de Campos;0;3669;2020-05-01
Villavaquerín;106;1964;2020-05-01
Rubí de Bracamonte;12;3250;2020-05-01
Castroponce;0;3677;2020-05-01
Medina de Rioseco;15;23021;2020-05-01
Valoria la Buena;1236;6281;2020-05-01
Aldea de San Miguel;228;4421;2020-05-01
Vega de Valdetronco;529;2246;2020-05-01
Piñel de Abajo;169;2054;2020-05-01
Becilla de Valderaduey;0;5937;2020-05-01
Tordehumos;0;6700;2020-05-01
Cervillego de la Cruz;636;3276;2020-05-01
Fontihoyuelo;0;1700;2020-05-01
Villaco;538;1687;2020-05-01
Piñel de Arriba;255;2587;2020-05-01
Villán de Tordesillas;145;2581;2020-05-01
Cubillas de Santa Marta;0;1970;2020-05-01
Bercero;62;2670;2020-05-01
Renedo de Esgueva;2437;24664;2020-05-01
Castrodeza;0;7616;2020-05-01
San Llorente;310;2036;2020-05-01
Pozal de Gallinas;2677;9065;2020-05-01
Villalón de Campos;0;15619;2020-05-01
Villalba de los Alcores;0;4958;2020-05-01
Aguasal;228;1227;2020-05-01
La Seca;945;10926;2020-05-01
Urueña;210;3162;2020-05-01
Castroverde de Cerrato;904;2512;2020-05-01
Bolaños de Campos;0;4947;2020-05-01
Santervás de Campos;0;5770;2020-05-01
Esguevillas de Esgueva;1707;5513;2020-05-01
Cistérniga;7155;30342;2020-05-01
Mayorga;0;13712;2020-05-01
La Unión de Campos;0;5779;2020-05-01
Villasexmir;144;1567;2020-05-01
Monasterio de Vega;0;1644;2020-05-01
Peñaflor de Hornija;0;4368;2020-05-01
Gatón de Campos;0;1958;2020-05-01
Torrecilla de la Orden;763;5916;2020-05-01
Velascálvaro;55;3035;2020-05-01
San Cebrián de Mazote;0;3536;2020-05-01
Castrillo-Tejeriego;687;2990;2020-05-01
Rábano;568;3312;2020-05-01
Mojados;12189;33311;2020-05-01
Montemayor de Pililla;659;12382;2020-05-01
Benafarces;402;2083;2020-05-01
San Miguel del Pino;1023;2638;2020-05-01
Alaejos;919;13210;2020-05-01
Aldeamayor de San Martín;19550;76376;2020-05-01
Villanueva de San Mancio;0;2498;2020-05-01
Piña de Esgueva;146;3297;2020-05-01
Matapozuelos;3354;15637;2020-05-01
Villarmentero de Esgueva;531;1784;2020-05-01
Bahabón;219;3346;2020-05-01
Campaspero;771;9234;2020-05-01
Velliza;529;4481;2020-05-01
Ciguñuela;151;3859;2020-05-01
Medina del Campo;2343;45324;2020-05-01
La Zarza;746;1854;2020-05-01
El Campillo;946;5482;2020-05-01
Villaverde de Medina;772;5614;2020-05-01
Castromonte;2677;6612;2020-05-01
Torre de Esgueva;436;1762;2020-05-01
Santa Eufemia del Arroyo;0;2525;2020-05-01
Sardón de Duero;1901;7366;2020-05-01
Portillo;14;17241;2020-05-01
Langayo;814;4657;2020-05-01
Cuenca de Campos;0;3537;2020-05-01
Villanueva de los Infantes;56;2063;2020-05-01
Fuente-Olmedo;244;2187;2020-05-01
Villanubla;0;16047;2020-05-01
Villabrágima;0;8155;2020-05-01
Zaratán;2597;24375;2020-05-01
San Vicente del Palacio;654;2778;2020-05-01
Salvador de Zapardiel;543;3045;2020-05-01
Castrobol;0;2704;2020-05-01
Villabaruz de Campos;0;1637;2020-05-01
Canalejas de Peñafiel;54;4880;2020-05-01
Ramiro;80;1439;2020-05-01
Cabezón de Valderaduey;0;1696;2020-05-01
Cogeces del Monte;423;6334;2020-05-01
Tudela de Duero;16409;56508;2020-05-01
Serrada;599;9794;2020-05-01
Muriel;134;2911;2020-05-01
Casasola de Arión;123;5705;2020-05-01
Tamariz de Campos;77;4160;2020-05-01
Bobadilla del Campo;225;5154;2020-05-01
Traspinedo;10208;24132;2020-05-01
Valbuena de Duero;1799;5623;2020-05-01
Gallegos de Hornija;590;1965;2020-05-01
Olmos de Esgueva;0;2985;2020-05-01
San Salvador;301;1217;2020-05-01
Villafranca de Duero;175;4310;2020-05-01
Montealegre de Campos;0;3154;2020-05-01
Hornillos de Eresma;979;2765;2020-05-01
Villanueva de la Condesa;0;1080;2020-05-01
Villagarcía de Campos;0;4410;2020-05-01
Marzales;247;1494;2020-05-01
Alcazarén;2003;10164;2020-05-01
San Román de Hornija;302;4378;2020-05-01
Corrales de Duero;89;1597;2020-05-01
Castrejón de Trabancos;1487;5153;2020-05-01
Almenara de Adaja;0;563;2020-05-01
Villanueva de los Caballeros;202;4513;2020-05-01
Valdenebro de los Valles;0;3990;2020-05-01
Fresno el Viejo;707;8130;2020-05-01
Lomoviejo;703;2812;2020-05-01
Torrecilla de la Abadesa;792;2937;2020-05-01
Torrelobatón;367;7166;2020-05-01
Tiedra;2410;6623;2020-05-01
Olmos de Peñafiel;225;1381;2020-05-01
Wamba;199;2586;2020-05-01
Aguilar de Campos;0;5374;2020-05-01
Quintanilla de Onésimo;3656;13750;2020-05-01
Matilla de los Caños;162;1484;2020-05-01
Brahojos de Medina;190;3283;2020-05-01
Villavicencio de los Caballeros;0;6119;2020-05-01
Boecillo;14405;69769;2020-05-01
Villalar de los Comuneros;184;5016;2020-05-01
Siete Iglesias de Trabancos;482;7912;2020-05-01
Megeces;104;5630;2020-05-01
Castronuño;139;8488;2020-05-01
Simancas;4507;40840;2020-05-01
Fuente el Sol;0;2145;2020-05-01
Ataquines;1681;6851;2020-05-01
Pesquera de Duero;1821;4561;2020-05-01
Olivares de Duero;793;3706;2020-05-01
Villamuriel de Campos;0;2525;2020-05-01
Pedrosa del Rey;23;4649;2020-05-01
Palazuelo de Vedija;35;4877;2020-05-01
Roturas;309;1432;2020-05-01
Cigales;334;20430;2020-05-01
Bustillo de Chaves;27;2603;2020-05-01
Llano de Olmedo;0;1791;2020-05-01
Quintanilla de Arriba;407;2225;2020-05-01
Cabezón de Pisuerga;6977;24394;2020-05-01
Melgar de Arriba;2187;3900;2019-07-01
Pollos;718;7428;2019-07-01
Valverde de Campos;1940;1940;2019-07-01
La Parrilla;284;6700;2019-07-01
San Martín de Valvení;2414;2414;2019-07-01
Geria;451;3426;2019-07-01
Valdearcos de la Vega;99;1013;2019-07-01
Castrillo de Duero;3664;3664;2019-07-01
Viloria;235;4919;2019-07-01
Camporredondo;283;3294;2019-07-01
Viana de Cega;2206;26063;2019-07-01
Morales de Campos;2408;2408;2019-07-01
Urones de Castroponce;895;2684;2019-07-01
Villafrechós;5302;5302;2019-07-01
San Pablo de la Moraleja;1540;2497;2019-07-01
La Pedraja de Portillo;2158;10819;2019-07-01
Villalán de Campos;0;1389;2019-07-01
Mucientes;4633;5388;2019-07-01
Fombellida;3055;3055;2019-07-01
Herrín de Campos;3854;3854;2019-07-01
Corcos;5172;5226;2019-07-01
Tordesillas;43698;70047;2019-07-01
Nava del Rey;12612;12612;2019-07-01
Torrescárcela;69;1874;2019-07-01
Villanueva de Duero;17972;18644;2019-07-01
Canillas de Esgueva;1061;2666;2019-07-01
Valladolid;50641;433462;2019-07-01
Villavellid;1747;1747;2019-07-01
Barcial de la Loma;3034;3034;2019-07-01
San Pelayo;154;1228;2019-07-01
Melgar de Abajo;3525;3525;2019-07-01
Laguna de Duero;8312;83091;2019-07-01
Rueda;14447;14623;2019-07-01
Villabáñez;4609;10224;2019-07-01
Villacarralón;1445;1953;2019-07-01
Villafuerte;1811;1811;2019-07-01
Olmedo;3178;20074;2019-07-01
Cabreros del Monte;2531;2611;2019-07-01
Barruelo del Valle;172;1948;2019-07-01
Valdunquillo;558;4854;2019-07-01
Curiel de Duero;892;3060;2019-07-01
Cogeces de Íscar;495;2678;2019-07-01
Castronuevo de Esgueva;4107;5897;2019-07-01
Amusquillo;2203;2203;2019-07-01
Quintanilla de Trigueros;1776;1776;2019-07-01
Adalia;2649;2649;2019-07-01
Velilla;1765;1765;2019-07-01
Villardefrades;3086;3086;2019-07-01
Bocigas;34;1718;2019-07-01
Pedrajas de San Esteban;745;24696;2019-07-01
La Mudarra;2072;2072;2019-07-01
Pozuelo de la Orden;2459;2459;2019-07-01
Valdestillas;10680;12581;2019-07-01
Villagómez la Nueva;3782;3782;2019-07-01
Carpio;8123;8123;2019-07-01
Manzanillo;36;648;2019-07-01
Nueva Villa de las Torres;0;3573;2019-07-01
Villalbarba;3536;3536;2019-07-01
Arroyo de la Encomienda;2872;67519;2019-07-01
Torre de Peñafiel;476;2721;2019-07-01
Vega de Ruiponce;5965;5965;2019-07-01
Trigueros del Valle;7631;8320;2019-07-01
Ceinos de Campos;4400;4400;2019-07-01
Quintanilla del Molar;0;1398;2019-07-01
Encinas de Esgueva;4072;4072;2019-07-01
Villalba de la Loma;1897;1897;2019-07-01
Saelices de Mayorga;3471;3471;2019-07-01
Villafrades de Campos;4148;4148;2019-07-01
Robladillo;24;1152;2019-07-01
Peñafiel;8207;26918;2019-07-01
Villacid de Campos;4169;4169;2019-07-01
Bocos de Duero;395;726;2019-07-01
Castromembibre;697;697;2019-07-01
San Pedro de Latarce;6913;6913;2019-07-01
Berrueces;1628;3104;2019-07-01
Fuensaldaña;15099;26288;2019-07-01
Fompedraza;523;2364;2019-07-01
Ventosa de la Cuesta;2141;2141;2019-07-01
Moraleja de las Panaderas;408;918;2019-07-01
Íscar;2643;32892;2019-07-01
Moral de la Reina;4163;4163;2019-07-01
Berceruelo;62;1476;2019-07-01
Santibáñez de Valcorba;830;3800;2019-07-01
Santovenia de Pisuerga;3412;15620;2019-07-01
Puras;0;686;2019-07-01
Torrecilla de la Torre;242;725;2019-07-01
San Miguel del Arroyo;2309;12286;2019-07-01
Mota del Marqués;528;5527;2019-07-01
Pozaldez;5547;5547;2019-07-01
Roales de Campos;3546;3546;2019-07-01
Villavaquerín;106;1964;2019-07-01
Rubí de Bracamonte;12;3246;2019-07-01
Castroponce;3067;3067;2019-07-01
Medina de Rioseco;11315;22800;2019-07-01
Valoria la Buena;1236;6281;2019-07-01
Aldea de San Miguel;228;4421;2019-07-01
Vega de Valdetronco;529;2246;2019-07-01
Piñel de Abajo;2068;2068;2019-07-01
Becilla de Valderaduey;5683;5683;2019-07-01
Tordehumos;1923;5120;2019-07-01
Cervillego de la Cruz;3066;3066;2019-07-01
Fontihoyuelo;685;1465;2019-07-01
Villaco;1384;1384;2019-07-01
Piñel de Arriba;1983;1983;2019-07-01
Villán de Tordesillas;2316;2316;2019-07-01
Cubillas de Santa Marta;7918;9792;2019-07-01
Bercero;62;2670;2019-07-01
Renedo de Esgueva;4515;24613;2019-07-01
Castrodeza;0;7616;2019-07-01
San Llorente;1498;1498;2019-07-01
Pozal de Gallinas;8208;8208;2019-07-01
Villalón de Campos;12090;14867;2019-07-01
Villalba de los Alcores;2964;5631;2019-07-01
Aguasal;228;1227;2019-07-01
La Seca;9004;9215;2019-07-01
Urueña;210;3162;2019-07-01
Castroverde de Cerrato;1536;1536;2019-07-01
Bolaños de Campos;4784;4784;2019-07-01
Santervás de Campos;3523;6059;2019-07-01
Esguevillas de Esgueva;3724;3724;2019-07-01
Cistérniga;7222;29070;2019-07-01
Mayorga;5516;14133;2019-07-01
La Unión de Campos;3636;4522;2019-07-01
Villasexmir;1277;1277;2019-07-01
Monasterio de Vega;1583;1583;2019-07-01
Peñaflor de Hornija;1627;3861;2019-07-01
Gatón de Campos;49;1617;2019-07-01
Torrecilla de la Orden;5369;5369;2019-07-01
Velascálvaro;0;2980;2019-07-01
San Cebrián de Mazote;0;3536;2019-07-01
Castrillo-Tejeriego;2519;2519;2019-07-01
Rábano;568;3312;2019-07-01
Mojados;12189;33311;2019-07-01
Montemayor de Pililla;659;12382;2019-07-01
Benafarces;1977;1977;2019-07-01
San Miguel del Pino;1023;2638;2019-07-01
Alaejos;300;14448;2019-07-01
Aldeamayor de San Martín;19333;75981;2019-07-01
Villanueva de San Mancio;2368;2368;2019-07-01
Piña de Esgueva;146;3297;2019-07-01
Matapozuelos;3354;15637;2019-07-01
Villarmentero de Esgueva;531;1784;2019-07-01
Bahabón;219;3346;2019-07-01
Campaspero;771;9234;2019-07-01
Velliza;2963;2963;2019-07-01
Ciguñuela;936;2841;2019-07-01
Medina del Campo;4759;45013;2019-07-01
La Zarza;1744;1744;2019-07-01
El Campillo;946;5482;2019-07-01
Villaverde de Medina;5226;5226;2019-07-01
Castromonte;5599;7123;2019-07-01
Torre de Esgueva;1089;1089;2019-07-01
Santa Eufemia del Arroyo;2586;2586;2019-07-01
Sardón de Duero;1901;7366;2019-07-01
Portillo;1005;17233;2019-07-01
Langayo;814;4657;2019-07-01
Cuenca de Campos;1188;3694;2019-07-01
Villanueva de los Infantes;56;2063;2019-07-01
Fuente-Olmedo;1607;1607;2019-07-01
Villanubla;5323;16342;2019-07-01
Villabrágima;8328;8515;2019-07-01
Zaratán;4384;23901;2019-07-01
San Vicente del Palacio;2662;2662;2019-07-01
Salvador de Zapardiel;1440;2723;2019-07-01
Castrobol;618;2606;2019-07-01
Villabaruz de Campos;230;1637;2019-07-01
Canalejas de Peñafiel;54;4880;2019-07-01
Ramiro;1933;1933;2019-07-01
Cabezón de Valderaduey;1548;1548;2019-07-01
Cogeces del Monte;423;6334;2019-07-01
Tudela de Duero;25915;52033;2019-07-01
Serrada;4574;9343;2019-07-01
Muriel;2412;2412;2019-07-01
Casasola de Arión;4928;5260;2019-07-01
Tamariz de Campos;2946;3809;2019-07-01
Bobadilla del Campo;4849;4849;2019-07-01
Traspinedo;11380;23411;2019-07-01
Valbuena de Duero;5399;5399;2019-07-01
Gallegos de Hornija;2002;2002;2019-07-01
Olmos de Esgueva;0;2985;2019-07-01
San Salvador;1404;1404;2019-07-01
Villafranca de Duero;48;3595;2019-07-01
Montealegre de Campos;2586;2903;2019-07-01
Hornillos de Eresma;2745;2745;2019-07-01
Villanueva de la Condesa;1492;1492;2019-07-01
Villagarcía de Campos;4005;4005;2019-07-01
Marzales;1056;1056;2019-07-01
