name;a;b;date
Herrera de Pisuerga;4533;24005;2019-02-01
Abezames;1284;2131;2019-02-01
Retortillo;2993;2993;2019-02-01
Palencia;11955;126052;2019-02-01
Lastras del Pozo;1184;1184;2019-02-01
Mayorga;5516;14133;2019-02-01
Torremormojón;802;2219;2019-02-01
Monasterio de Vega;1583;1583;2019-02-01
Gatón de Campos;1490;1490;2019-02-01
La Matilla;0;2486;2019-02-01
San Cebrián de Mazote;3621;3621;2019-02-01
Gimialcón;2140;2140;2019-02-01
Fuentepinilla;3023;3023;2019-02-01
Cervatos de la Cueza;2716;7754;2019-02-01
Villanueva del Campo;9607;9607;2019-02-01
Boadilla de Rioseco;980;3972;2019-02-01
Vallejera;1266;1516;2019-02-01
Pelayos;0;3040;2019-02-01
Villaflor;2560;2560;2019-02-01
Cabañas Raras;13694;23502;2019-02-01
Villanueva de Teba;1650;1650;2019-02-01
El Pedroso de la Armuña;3002;3002;2019-02-01
Bustillo del Oro;3550;3550;2019-02-01
Borrenes;7817;7817;2019-02-01
Navalperal de Pinares;7579;20200;2019-02-01
Navalosa;3603;6286;2019-02-01
Hontoria de Cerrato;1932;1932;2019-02-01
Migueláñez;24;3603;2019-02-01
El Hornillo;1974;1974;2019-02-01
La Horra;3093;5603;2019-02-01
Las Navas del Marqués;32870;73522;2019-02-01
Barrio de Muñó;893;893;2019-02-01
Las Veguillas;4370;4370;2019-02-01
Jaramillo Quemado;1264;2075;2019-02-01
Villaveza de Valverde;2780;2780;2019-02-01
Navalperal de Tormes;3589;3589;2019-02-01
Torreadrada;958;3415;2019-02-01
Casasola de Arión;4928;5260;2019-02-01
Fresno de la Vega;10504;10913;2019-02-01
Abades;7252;7252;2019-02-01
Villaselán;6710;6775;2019-02-01
Velamazán;1177;4285;2019-02-01
Matilla la Seca;1505;1505;2019-02-01
Villanuño de Valdavia;3226;3226;2019-02-01
Ausejo de la Sierra;3080;3080;2019-02-01
Venialbo;7211;7211;2019-02-01
Santa Elena de Jamuz;10781;16009;2019-02-01
Cimanes del Tejar;13252;14120;2019-02-01
Torreiglesias;2430;10528;2019-02-01
Riofrío de Riaza;723;723;2019-02-01
Antigüedad;4699;4699;2019-02-01
Caltojar;1898;4220;2019-02-01
Astorga;10844;44572;2019-02-01
Gusendos de los Oteros;4239;4239;2019-02-01
Aldehuela de Periáñez;936;1297;2019-02-01
Reinoso de Cerrato;320;1873;2019-02-01
Fresno el Viejo;4275;4275;2019-02-01
Fuente el Olmo de Fuentidueña;224;2792;2019-02-01
Las Quintanillas;753;5007;2019-02-01
Valdevacas de Montejo;32;1465;2019-02-01
Cabreros del Río;8692;9667;2019-02-01
Barruelo del Valle;1931;1931;2019-02-01
Aguasal;228;1227;2019-02-01
Valderrodrigo;0;3228;2019-02-01
Castroserracín;1316;1316;2019-02-01
El Cerro;0;5962;2019-02-01
Pedrosa del Rey;4269;4269;2019-02-01
Cigudosa;863;863;2019-02-01
Ayuela;1410;1410;2019-02-01
Belorado;6116;15363;2019-02-01
Algadefe;6236;6236;2019-02-01
San Felices;1775;1775;2019-02-01
Berberana;3166;3467;2019-02-01
Viana de Cega;2206;26063;2019-02-01
Haza;1104;1285;2019-02-01
Villamoronta;3129;4467;2019-02-01
Cobos de Fuentidueña;342;1690;2019-02-01
Navasfrías;0;6861;2019-02-01
Manjabálago;2073;2073;2019-02-01
Boada de Campos;90;1499;2019-02-01
Sardón de los Frailes;2128;2128;2019-02-01
Cantabrana;826;1033;2019-02-01
Marcilla de Campos;1595;1595;2019-02-01
Anaya;2238;2238;2019-02-01
Barbadillo del Mercado;2875;4932;2019-02-01
Tremedal de Tormes;0;2248;2019-02-01
Garcibuey;1444;1444;2019-02-01
Curiel de Duero;3701;3701;2019-02-01
Calzada de los Molinos;5570;5570;2019-02-01
Peleas de Abajo;2427;2427;2019-02-01
Villabuena del Puente;12881;12881;2019-02-01
Nava de Béjar;0;1835;2019-02-01
Itero de la Vega;1523;3742;2019-02-01
Peñarandilla;4059;4059;2019-02-01
Huerta de Arriba;1873;2583;2019-02-01
Sando;0;3398;2019-02-01
Alaraz;0;9182;2019-02-01
Belver de los Montes;5988;6246;2019-02-01
Santervás de la Vega;11475;11475;2019-02-01
Bularros;2719;2719;2019-02-01
Villazala;11770;15726;2019-02-01
Villadiego;31172;40920;2019-02-01
Villacidaler;36;2698;2019-02-01
Brazuelo;12345;13854;2019-02-01
Marazuela;1862;1862;2019-02-01
Pozalmuro;2873;2873;2019-02-01
Zuñeda;1539;1539;2019-02-01
Palazuelo de Vedija;4223;4540;2019-02-01
Reinoso;786;786;2019-02-01
Castraz;0;990;2019-02-01
Santibáñez de Valcorba;3711;3711;2019-02-01
Salce;3088;3088;2019-02-01
Vita;2583;2583;2019-02-01
Alfoz de Santa Gadea;4345;6210;2019-02-01
Moraleja de Sayago;4714;4714;2019-02-01
Villarmentero de Esgueva;1734;1734;2019-02-01
Espadañedo;6842;8245;2019-02-01
Quintana del Puente;4407;4779;2019-02-01
La Tala;65;3364;2019-02-01
Los Llanos de Tormes;1453;1929;2019-02-01
Riocabado;4597;4597;2019-02-01
Bernuy de Porreros;4885;4885;2019-02-01
Quiñonería;358;569;2019-02-01
Morille;0;6159;2019-02-01
Santo Tomé del Puerto;1260;8434;2019-02-01
Ortigosa del Monte;4865;9240;2019-02-01
Muriel Viejo;904;904;2019-02-01
Herrera de Valdecañas;792;4377;2019-02-01
Zamayón;1004;3130;2019-02-01
Malva;3903;3903;2019-02-01
Martinamor;238;2931;2019-02-01
Cardeñajimeno;2360;15312;2019-02-01
Almajano;2467;2785;2019-02-01
Escarabajosa de Cabezas;2837;2837;2019-02-01
La Unión de Campos;3636;4522;2019-02-01
Valencia de Don Juan;5401;32213;2019-02-01
Íscar;2643;32892;2019-02-01
Valcabado;2165;2165;2019-02-01
Velilla de la Sierra;288;598;2019-02-01
Galbarros;1261;1261;2019-02-01
Cea;10218;11537;2019-02-01
Carbajales de Alba;7888;7888;2019-02-01
Villamediana;1375;5909;2019-02-01
Villar del Buey;12627;12627;2019-02-01
Villegas;591;2928;2019-02-01
Villasarracino;1092;4685;2019-02-01
Medina del Campo;4879;45013;2019-02-01
Jaramillo de la Fuente;1859;2037;2019-02-01
Tejada;975;975;2019-02-01
Ayoó de Vidriales;10043;10043;2019-02-01
Payo de Ojeda;744;1712;2019-02-01
Tejado;4682;4682;2019-02-01
Valle de Manzanedo;5512;5512;2019-02-01
Langa de Duero;4386;13975;2019-02-01
Villaquirán de la Puebla;572;1394;2019-02-01
Cozuelos de Fuentidueña;882;3679;2019-02-01
Almendra;4248;4248;2019-02-01
Espeja de San Marcelino;3269;5015;2019-02-01
Santo Tomé de Zabarcos;2393;2393;2019-02-01
Villazopeque;762;1664;2019-02-01
Zapardiel de la Ribera;2381;2381;2019-02-01
Páramo del Sil;25777;27615;2019-02-01
San Mamés de Burgos;634;3294;2019-02-01
Condado de Castilnovo;0;3587;2019-02-01
Bárcena de Campos;1555;1555;2019-02-01
Perilla de Castro;6754;6754;2019-02-01
Cotanes del Monte;2359;2359;2019-02-01
La Losa;7173;7173;2019-02-01
Pelarrodríguez;528;2948;2019-02-01
San Salvador;1404;1404;2019-02-01
Mogarraz;0;1644;2019-02-01
Santibáñez de la Sierra;0;1793;2019-02-01
Brazacorta;2498;2498;2019-02-01
San Román de la Cuba;497;2099;2019-02-01
Cepeda la Mora;3258;3258;2019-02-01
Zarzosa de Río Pisuerga;416;1665;2019-02-01
Las Aldehuelas;1858;1858;2019-02-01
Villar de Peralonso;0;5247;2019-02-01
Acebedo;3390;6216;2019-02-01
Isar;4342;7602;2019-02-01
Los Altos;7447;10365;2019-02-01
Torrelara;1449;1505;2019-02-01
San Leonardo de Yagüe;53;12283;2019-02-01
Villafrades de Campos;4148;4148;2019-02-01
Frades de la Sierra;0;6154;2019-02-01
Moral de Hornuez;148;2501;2019-02-01
Rollán;0;4520;2019-02-01
Cerralbo;4532;4532;2019-02-01
Fuente el Sol;4288;4288;2019-02-01
Ataquines;1681;6851;2019-02-01
Villaseco del Pan;4487;4487;2019-02-01
Cabrejas del Campo;1991;1991;2019-02-01
San Lorenzo de Tormes;1978;1978;2019-02-01
Espinosa de Cerrato;4799;4799;2019-02-01
Quintana Redonda;3844;7974;2019-02-01
Santa María del Tiétar;9786;12644;2019-02-01
Palazuelos de Muñó;1103;2223;2019-02-01
Llano de Olmedo;1676;1676;2019-02-01
Valle de Santibáñez;8904;13731;2019-02-01
Aldeasoña;299;1735;2019-02-01
Nava de Sotrobal;4237;4237;2019-02-01
Carcedo de Burgos;746;10339;2019-02-01
Osorno la Mayor;4471;17933;2019-02-01
Herguijuela de Ciudad Rodrigo;2473;2473;2019-02-01
Garcirrey;0;1514;2019-02-01
Carrascal del Río;2216;3836;2019-02-01
El Maderal;2678;3209;2019-02-01
Fuentes de Nava;1808;6356;2019-02-01
Casasola;3306;3306;2019-02-01
Bembibre;15910;52300;2019-02-01
Valdorros;2436;9262;2019-02-01
San Pedro de Latarce;6913;6913;2019-02-01
Villerías de Campos;993;2997;2019-02-01
Fuentes de Valdepero;761;6420;2019-02-01
Corcos;5172;5226;2019-02-01
Saldaña;15131;29508;2019-02-01
Tordesillas;43386;69733;2019-02-01
Jambrina;2574;2574;2019-02-01
San Martín del Castañar;0;3038;2019-02-01
Adradas;4020;4020;2019-02-01
Melgar de Yuso;1370;5349;2019-02-01
Forfoleda;4248;4248;2019-02-01
Borobia;1938;1938;2019-02-01
Sanzoles;7478;7478;2019-02-01
Tubilla del Lago;3425;3425;2019-02-01
Iglesiarrubia;2534;2534;2019-02-01
Villalaco;326;2737;2019-02-01
Serradilla del Llano;4750;5701;2019-02-01
Zorita de la Frontera;3988;3988;2019-02-01
Yelo;2029;2029;2019-02-01
Mazuecos de Valdeginate;520;2871;2019-02-01
Villaldemiro;1729;1729;2019-02-01
Villaseco de los Reyes;1716;8424;2019-02-01
Valdestillas;10680;12581;2019-02-01
Santiago Millas;12135;12430;2019-02-01
Cistierna;26906;33938;2019-02-01
Requena de Campos;9;1766;2019-02-01
Velilla de los Ajos;641;641;2019-02-01
Villoruela;6686;6686;2019-02-01
Vega de Ruiponce;5965;5965;2019-02-01
Ceinos de Campos;4400;4400;2019-02-01
Torres del Carrizal;2954;2954;2019-02-01
Navarredondilla;4687;4687;2019-02-01
Pajares de la Laguna;0;2846;2019-02-01
Villafrechós;5302;5302;2019-02-01
Castromembibre;697;697;2019-02-01
Langa;4189;4189;2019-02-01
Dévanos;1593;1593;2019-02-01
Villaseca de Arciel;615;615;2019-02-01
Villanueva de San Mancio;2368;2368;2019-02-01
Congosto;3669;18823;2019-02-01
Torrescárcela;69;1874;2019-02-01
Tajueco;1614;1614;2019-02-01
Almazán;3147;30226;2019-02-01
Rábano de Aliste;2981;2981;2019-02-01
Moraleja de Matacabras;2287;2287;2019-02-01
Ameyugo;537;1490;2019-02-01
Rollamienta;648;648;2019-02-01
Gemuño;4225;4225;2019-02-01
Los Rábanos;8792;12235;2019-02-01
Ayllón;6703;14990;2019-02-01
Poza de la Sal;7303;11276;2019-02-01
Villasrubias;0;5065;2019-02-01
Aldeanueva de Figueroa;0;6042;2019-02-01
Cervillego de la Cruz;3066;3066;2019-02-01
Fontihoyuelo;685;1465;2019-02-01
Casaseca de Campeán;3160;3160;2019-02-01
Navaleno;4374;8999;2019-02-01
Caleruega;1713;6073;2019-02-01
Espinosa de Cervera;162;2001;2019-02-01
Melque de Cercos;445;3232;2019-02-01
Tardáguila;631;4332;2019-02-01
Valdepolo;21597;24641;2019-02-01
Villalón de Campos;12090;14867;2019-02-01
Fuentepelayo;1110;7206;2019-02-01
Villota del Páramo;5875;5875;2019-02-01
Marazoleja;2211;2211;2019-02-01
Junciana;1793;1793;2019-02-01
Requejo;363;3829;2019-02-01
Cedillo de la Torre;2590;2967;2019-02-01
Peñaflor de Hornija;1627;3861;2019-02-01
Terradillos de Esgueva;2059;2059;2019-02-01
Cipérez;0;7652;2019-02-01
Liceras;1837;1837;2019-02-01
Camarzana de Tera;9630;12143;2019-02-01
Quintanilla de la Mata;2367;2367;2019-02-01
Cabizuela;575;2202;2019-02-01
Aldeaseca de la Frontera;2898;4519;2019-02-01
Pascualcobo;2416;2538;2019-02-01
Matadeón de los Oteros;5816;5816;2019-02-01
Piña de Esgueva;2617;2617;2019-02-01
Bahabón;219;3346;2019-02-01
Palacios de Goda;4869;4869;2019-02-01
Ciguñuela;936;2841;2019-02-01
Olmillos de Castro;4700;4700;2019-02-01
Valdefinjas;2356;2356;2019-02-01
Adrada de Haza;548;2500;2019-02-01
Villaescusa;3640;3640;2019-02-01
Calabazas de Fuentidueña;13;1575;2019-02-01
La Aldehuela;777;777;2019-02-01
Quintanilla del Agua y Tordueles;2480;7696;2019-02-01
Langayo;4507;4507;2019-02-01
El Hoyo de Pinares;786;24377;2019-02-01
Cebrecos;1164;1164;2019-02-01
Villaescusa la Sombría;1812;2636;2019-02-01
San Cristóbal de Boedo;847;1835;2019-02-01
Aldeanueva del Codonal;2427;2427;2019-02-01
San Vicente del Palacio;2662;2662;2019-02-01
Fuentelsaz de Soria;2508;2508;2019-02-01
Bermellar;3406;3406;2019-02-01
Cogollos;2095;6634;2019-02-01
Valdescorriel;4445;4445;2019-02-01
Cañizal;5580;5580;2019-02-01
Brabos;2699;2699;2019-02-01
San Miguel del Valle;3789;3888;2019-02-01
Santa Eufemia del Barco;1498;1498;2019-02-01
Alba de Tormes;3610;25318;2019-02-01
Villeguillo;1175;1706;2019-02-01
Villaprovedo;2025;2212;2019-02-01
Carrascosa de la Sierra;1327;1647;2019-02-01
Gil García;1991;1991;2019-02-01
Los Barrios de Luna;8654;8654;2019-02-01
Llamas de la Ribera;7940;12205;2019-02-01
Villayerno Morquillas;826;3389;2019-02-01
Almenara de Adaja;697;697;2019-02-01
Villaespasa;1921;1921;2019-02-01
Fuentes de Magaña;2092;2092;2019-02-01
Cabañes de Esgueva;3909;3968;2019-02-01
Villardeciervos;10107;10789;2019-02-01
Navas de Oro;707;21157;2019-02-01
Cillán;2563;2563;2019-02-01
Chagarcía Medianero;0;2379;2019-02-01
Royuela de Río Franco;5661;5661;2019-02-01
Almanza;11189;11189;2019-02-01
Villarino de los Aires;12494;15488;2019-02-01
Megeces;104;5630;2019-02-01
Villaherreros;1939;5266;2019-02-01
Santovenia de la Valdoncina;246;18223;2019-02-01
Tordillos;7633;7633;2019-02-01
Fariza;6467;6467;2019-02-01
Villahán;384;2667;2019-02-01
Gamones;476;476;2019-02-01
Fuentes de Oñoro;3127;9361;2019-02-01
Cantalejo;4553;31363;2019-02-01
Friera de Valverde;4500;4500;2019-02-01
Poveda de las Cintas;0;4385;2019-02-01
Tórtoles de Esgueva;3145;6902;2019-02-01
Modúbar de la Emparedada;1971;8397;2019-02-01
Fombellida;3055;3055;2019-02-01
Figueruela de Arriba;8809;8950;2019-02-01
Campillo de Azaba;3097;3445;2019-02-01
Valdeavellano de Tera;2076;2717;2019-02-01
Encina de San Silvestre;0;3621;2019-02-01
El Barco de Ávila;14453;18339;2019-02-01
Hontoria de Valdearados;2797;2797;2019-02-01
Cordovilla;0;2981;2019-02-01
Malpartida de Corneja;3642;3642;2019-02-01
Frechilla de Almazán;1857;1857;2019-02-01
Rebolledo de la Torre;3140;4136;2019-02-01
Dehesa de Romanos;1269;1269;2019-02-01
Riberos de la Cueza;1773;1773;2019-02-01
Calvarrasa de Abajo;0;15516;2019-02-01
Navatejares;1561;1561;2019-02-01
Carabantes;861;861;2019-02-01
Aldehuela de la Bóveda;231;3355;2019-02-01
Calatañazor;505;809;2019-02-01
Muñogrande;0;3389;2019-02-01
Villamandos;6901;6901;2019-02-01
Alfaraz de Sayago;3322;5454;2019-02-01
Miño de Medinaceli;1910;2288;2019-02-01
Quintanilla de Trigueros;1776;1776;2019-02-01
Pino del Río;4733;4733;2019-02-01
Cubillos;3757;3757;2019-02-01
Cabezas de Alambre;185;2946;2019-02-01
La Mudarra;2072;2072;2019-02-01
Miraveche;3900;4167;2019-02-01
Zaratán;4384;23901;2019-02-01
Fuente Encalada;2914;3391;2019-02-01
Fuentenebro;332;3660;2019-02-01
Villamuera de la Cueza;1569;3097;2019-02-01
La Zarza;1744;1744;2019-02-01
Castildelgado;913;1807;2019-02-01
Quintanilla del Molar;0;1398;2019-02-01
Gordoncillo;6359;6359;2019-02-01
Villageriz;1631;1631;2019-02-01
Rabanera del Pinar;4645;4739;2019-02-01
Fuensaldaña;15096;26285;2019-02-01
Revilla del Campo;1100;3209;2019-02-01
Miranda de Ebro;20618;107097;2019-02-01
Toral de los Vados;16300;26407;2019-02-01
Añe;188;1853;2019-02-01
Moríñigo;2861;3166;2019-02-01
San Pedro del Arroyo;7691;7691;2019-02-01
Bayubas de Abajo;1879;2391;2019-02-01
Horcajo Medianero;3770;4963;2019-02-01
Amayuelas de Arriba;113;1153;2019-02-01
Pampliega;937;5760;2019-02-01
Peranzanes;10780;11140;2019-02-01
Calzada de Don Diego;0;3682;2019-02-01
Medina de Rioseco;11315;22800;2019-02-01
Sotragero;376;3366;2019-02-01
Neila de San Miguel;2597;2597;2019-02-01
Riaza;8400;24706;2019-02-01
Viñegra de Moraña;2000;2000;2019-02-01
Barruecopardo;0;7239;2019-02-01
Villares de la Reina;0;50900;2019-02-01
Campo de Villavidel;4473;5520;2019-02-01
Saldaña de Burgos;16666;17964;2019-02-01
Amusco;1317;11777;2019-02-01
Carbajosa de la Sagrada;263;41609;2019-02-01
Arganza;19283;19516;2019-02-01
Hermisende;3474;9177;2019-02-01
Navianos de Valverde;4963;4963;2019-02-01
Cervera de Pisuerga;27721;32104;2019-02-01
La Gallega;2574;2574;2019-02-01
La Alameda de Gardón;974;3311;2019-02-01
San Juan de Gredos;8579;10494;2019-02-01
Prioro;7631;8701;2019-02-01
Palencia de Negrilla;0;3025;2019-02-01
Riocavado de la Sierra;168;1750;2019-02-01
Constanzana;2268;2268;2019-02-01
Castronuevo;5579;5681;2019-02-01
Garcihernández;339;8622;2019-02-01
Nava de Roa;2959;2959;2019-02-01
Torrecilla del Pinar;2003;2003;2019-02-01
Cerezo de Abajo;308;4099;2019-02-01
Bermillo de Sayago;10518;10905;2019-02-01
Soliedra;1043;1043;2019-02-01
Barcones;1785;1785;2019-02-01
Covarrubias;1315;6538;2019-02-01
San Juan del Molinillo;3138;3138;2019-02-01
Castrojeriz;8767;20872;2019-02-01
Villanueva de los Infantes;1582;1986;2019-02-01
Serradilla del Arroyo;5027;5382;2019-02-01
Villanubla;5323;16342;2019-02-01
Santa María la Real de Nieva;20378;28571;2019-02-01
Guijuelo;1648;37614;2019-02-01
Quintanaortuño;639;3436;2019-02-01
Montejo de Arévalo;3686;3686;2019-02-01
La Alamedilla;0;1870;2019-02-01
Villafranca de Duero;48;3595;2019-02-01
Tinieblas de la Sierra;1695;1695;2019-02-01
Espirdo;6418;8014;2019-02-01
Candelario;2846;4930;2019-02-01
Muriel;2412;2412;2019-02-01
Montemayor del Río;0;3594;2019-02-01
La Vídola;3442;3442;2019-02-01
Sabero;21931;21931;2019-02-01
Añover de Tormes;1233;3290;2019-02-01
Villodre;1985;1985;2019-02-01
Salobral;1650;1650;2019-02-01
Muñopedro;5212;5212;2019-02-01
Fuenterroble de Salvatierra;5113;7984;2019-02-01
Éjeme;0;2942;2019-02-01
Santa María de los Caballeros;1417;1417;2019-02-01
Escurial de la Sierra;3498;4999;2019-02-01
Ponferrada;107797;250379;2019-02-01
Fresno del Río;5217;5217;2019-02-01
Ólvega;21540;28089;2019-02-01
Nolay;1085;1085;2019-02-01
Amavida;1478;1789;2019-02-01
Aguilafuente;156;7792;2019-02-01
Hospital de Órbigo;5011;9215;2019-02-01
Canillas de Esgueva;1061;2666;2019-02-01
Aldeatejada;0;18621;2019-02-01
Valle de Cerrato;650;2247;2019-02-01
Cabrillanes;17301;17742;2019-02-01
Villamañán;4779;15598;2019-02-01
Larrodrigo;0;4309;2019-02-01
Santa María del Mercadillo;2713;2713;2019-02-01
Joarilla de las Matas;4557;4862;2019-02-01
Aguilar de Campos;3652;3652;2019-02-01
San Justo;8093;11025;2019-02-01
Villagonzalo de Tormes;0;4190;2019-02-01
Arevalillo de Cega;711;711;2019-02-01
Olmos de Ojeda;2754;6239;2019-02-01
Aguilar de Campoo;31902;50338;2019-02-01
Martín Miguel;3174;3174;2019-02-01
Pesquera de Duero;3912;3912;2019-02-01
Santibáñez de Ecla;524;1146;2019-02-01
Santo Domingo de Pirón;0;1934;2019-02-01
Lumbrales;15467;16325;2019-02-01
San Juan del Monte;2001;2001;2019-02-01
Santa María de Valverde;2085;2243;2019-02-01
Hacinas;1626;4119;2019-02-01
La Fuente de San Esteban;5577;16842;2019-02-01
Puebla de Pedraza;0;1822;2019-02-01
Papatrigo;424;3789;2019-02-01
Rebollar;1242;1242;2019-02-01
Aldearrodrigo;0;2221;2019-02-01
Honrubia de la Cuesta;3287;4590;2019-02-01
Ventosa de la Cuesta;2141;2141;2019-02-01
Villambistia;722;1751;2019-02-01
Pedrosa de Río Úrbel;4037;4724;2019-02-01
Ibrillos;881;881;2019-02-01
Ituero de Azaba;1893;4309;2019-02-01
Pozanco;1102;1102;2019-02-01
Turcia;3040;18431;2019-02-01
Villafáfila;8812;8967;2019-02-01
Tamames;0;8784;2019-02-01
Villalba de los Alcores;5422;5472;2019-02-01
Manganeses de la Polvorosa;1032;9228;2019-02-01
Revenga de Campos;2912;3049;2019-02-01
Fuente de Santa Cruz;2674;2674;2019-02-01
Las Hormazas;2847;2971;2019-02-01
Agallas;122;4854;2019-02-01
Nava del Rey;12612;12612;2019-02-01
Abarca de Campos;287;1264;2019-02-01
Aldealices;1122;1122;2019-02-01
Los Villares de Soria;2410;2410;2019-02-01
Cabezón de la Sierra;940;2026;2019-02-01
Villaflores;5011;5011;2019-02-01
Horcajo de las Torres;2295;6992;2019-02-01
La Lastrilla;6425;22909;2019-02-01
Respenda de la Peña;4417;4558;2019-02-01
Villadepera;3061;3061;2019-02-01
Villamayor de Campos;6294;6294;2019-02-01
Medina de Pomar;13992;95833;2019-02-01
Barbadillo del Pez;1923;1923;2019-02-01
Casaseca de las Chanas;3796;3796;2019-02-01
Berlanga del Bierzo;3625;9603;2019-02-01
Gomezserracín;8506;8506;2019-02-01
Valdeande;2665;2665;2019-02-01
Candeleda;10275;25852;2019-02-01
Coruña del Conde;272;2725;2019-02-01
Santiago del Tormes;5612;6045;2019-02-01
Basardilla;2403;2403;2019-02-01
Ramiro;1933;1933;2019-02-01
Nogal de las Huertas;1900;1900;2019-02-01
Diego del Carpio;4568;4568;2019-02-01
Valdevimbre;13480;16891;2019-02-01
Sobrado;5856;6122;2019-02-01
Cayuela;527;3369;2019-02-01
Encinas de Esgueva;4072;4072;2019-02-01
Rágama;3192;3192;2019-02-01
Roda de Eresma;1849;1849;2019-02-01
Villahoz;5012;6784;2019-02-01
Castrillo del Val;2560;13110;2019-02-01
Villasbuenas;3946;3946;2019-02-01
Tajahuerce;1232;1232;2019-02-01
Husillos;3108;6755;2019-02-01
Villarrabé;4980;4980;2019-02-01
Berceruelo;62;1476;2019-02-01
San Miguel de Corneja;142;1926;2019-02-01
Fuentecambrón;1088;1088;2019-02-01
Solarana;897;3439;2019-02-01
Pozos de Hinojo;0;2271;2019-02-01
San Martín de la Vega del Alberche;4882;4915;2019-02-01
Berrocal de Huebra;2056;2056;2019-02-01
Espino de la Orbada;0;4296;2019-02-01
Hontanas;703;1980;2019-02-01
El Burgo Ranero;13808;18155;2019-02-01
Santo Domingo de Silos;2795;7757;2019-02-01
Torrecaballeros;2945;12735;2019-02-01
Losacino;6045;6045;2019-02-01
Cuelgamures;1864;1864;2019-02-01
Donjimeno;264;2152;2019-02-01
Castronuño;4427;4427;2019-02-01
La Cabeza de Béjar;0;3072;2019-02-01
Mancera de Arriba;3715;3715;2019-02-01
Villaveza del Agua;3289;3289;2019-02-01
Boñar;18483;24550;2019-02-01
Villalobos;3303;3303;2019-02-01
La Sagrada;0;3710;2019-02-01
San Cebrián de Castro;2664;5352;2019-02-01
Molezuelas de la Carballeda;3988;3988;2019-02-01
Valdelagua del Cerro;566;566;2019-02-01
Escobar de Polendos;876;5415;2019-02-01
Sancedo;9578;10628;2019-02-01
Rivilla de Barajas;1972;1972;2019-02-01
Cabañas de Sayago;1406;3051;2019-02-01
Alaejos;300;14280;2019-02-01
Aldeamayor de San Martín;19333;75981;2019-02-01
Trespaderne;7815;15594;2019-02-01
Mojados;12189;33311;2019-02-01
Madrigalejo del Monte;3977;5016;2019-02-01
Valbuena de Pisuerga;532;2541;2019-02-01
Valdehijaderos;0;1865;2019-02-01
Sargentes de la Lora;4483;4680;2019-02-01
Los Huertos;1882;2331;2019-02-01
Quintana y Congosto;10039;10573;2019-02-01
Grajal de Campos;5211;6427;2019-02-01
Berzosilla;1980;1980;2019-02-01
Valdevacas y Guijar;1743;1743;2019-02-01
Cuevas del Valle;923;5322;2019-02-01
Villalcázar de Sirga;2004;3165;2019-02-01
Fuentesecas;1687;1687;2019-02-01
Cabezón de Valderaduey;1548;1548;2019-02-01
Rasueros;4361;4361;2019-02-01
Nava de la Asunción;1281;23396;2019-02-01
Castrillo de Cabrera;6102;6102;2019-02-01
La Bastida;1087;1087;2019-02-01
Bustillo de la Vega;3987;4792;2019-02-01
Pereña de la Ribera;3805;4160;2019-02-01
Valle de Zamanzas;3073;3428;2019-02-01
Villarramiel;1217;11735;2019-02-01
El Tiemblo;25873;51145;2019-02-01
Gallegos de Hornija;2002;2002;2019-02-01
Santiuste de Pedraza;0;4442;2019-02-01
Montealegre de Campos;2590;2908;2019-02-01
Cirujales del Río;861;861;2019-02-01
Pozo de Urama;107;1379;2019-02-01
Grijalba;2412;2412;2019-02-01
Prado;1753;1753;2019-02-01
Manzanal del Barco;4033;4033;2019-02-01
Carucedo;14426;14533;2019-02-01
Vileña;273;823;2019-02-01
Sanchonuño;13310;13310;2019-02-01
Muñoveros;1973;1973;2019-02-01
Villaturde;6552;6552;2019-02-01
Gejuelo del Barro;0;1319;2019-02-01
Villar del Ala;1829;1829;2019-02-01
Población de Cerrato;1951;2040;2019-02-01
Doñinos de Salamanca;1082;21160;2019-02-01
Muelas de los Caballeros;4725;4725;2019-02-01
Peral de Arlanza;1070;3247;2019-02-01
Matilla de los Caños;1582;1582;2019-02-01
Valero;3124;3124;2019-02-01
Tiñosillos;6621;6621;2019-02-01
Oquillas;1279;1279;2019-02-01
El Mirón;4746;4862;2019-02-01
Vilvestre;81;6518;2019-02-01
Aldeavieja de Tormes;2828;2828;2019-02-01
Santa María de la Isla;6923;6923;2019-02-01
Villagalijo;1528;1528;2019-02-01
Juarros de Voltoya;5030;6267;2019-02-01
Magaz de Cepeda;14415;14924;2019-02-01
San Vicente del Valle;1196;1425;2019-02-01
San Esteban de Nogales;2677;2677;2019-02-01
Villarejo del Valle;2230;2230;2019-02-01
Aldea Real;1673;4952;2019-02-01
Navarrevisca;4488;4488;2019-02-01
Redecilla del Campo;3347;3426;2019-02-01
Palazuelos de la Sierra;1834;2297;2019-02-01
Faramontanos de Tábara;255;8475;2019-02-01
Piña de Campos;906;5566;2019-02-01
Balboa;5856;6742;2019-02-01
Santibáñez de Béjar;251;8576;2019-02-01
Languilla;3613;3613;2019-02-01
La Vid y Barrios;3564;5685;2019-02-01
Escobar de Campos;1784;1784;2019-02-01
Baquerín de Campos;37;1769;2019-02-01
Cubilla;977;977;2019-02-01
Cubillo;1580;1580;2019-02-01
Santibáñez de Esgueva;2552;2552;2019-02-01
El Espinar;15943;124104;2019-02-01
Pobladura de Pelayo García;6795;6795;2019-02-01
Paredes de Nava;3122;12845;2019-02-01
Narros;1770;1770;2019-02-01
San Pelayo;1429;1429;2019-02-01
